,Victims,Crime_Type,Police District Name,Block Address,City,State,Zip Code,Agency,Place,Sector,Beat,PRA,Address Number,Street Prefix,Street Name,Street Suffix,Street Type,Latitude,Longitude,Police District Number,Second,Minute,Hour,Week,Day,Month,Year
26014,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,W,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,0,13,50,15,12,2019
26090,1,Other,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,N,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,11,16,30,26,7,2016
26238,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,E,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,0,16,2,11,1,2020
26276,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,N,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,45,11,2,7,1,2020
26332,1,Crime Against Society,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,MCPD,Street - In vehicle,R,6R1,548.0,700.0,N,RUSSELL,E,AVE,39.150638641,-77.203963812,6D,0,5,17,7,10,2,2020
26391,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,N,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,0,19,30,26,7,2016
26584,1,Crime Against Property,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Parking Lot - Commercial,R,6R1,548.0,700.0,E,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,42,16,42,19,10,2019
26820,1,Other,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,E,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,50,8,30,27,7,2016
26965,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Street - In vehicle,I,3I1,518.0,11200.0,W,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,56,8,30,26,7,2016
26967,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Street - In vehicle,I,3I1,518.0,11200.0,W,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,56,8,30,26,7,2016
26970,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Street - In vehicle,I,3I1,518.0,11200.0,W,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,56,8,30,26,7,2016
26971,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Street - In vehicle,I,3I1,518.0,11200.0,W,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,56,8,30,26,7,2016
26972,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Street - In vehicle,I,3I1,518.0,11200.0,W,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,56,8,30,26,7,2016
27478,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,E,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,0,12,30,29,7,2016
27598,1,Crime Against Property,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Parking Lot - Commercial,R,6R1,548.0,700.0,E,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,20,14,30,30,7,2016
27656,1,Crime Against Society,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G1,93.0,8100.0,E,GEORGIA,E,AVE,38.990640348,-77.026675328,3D,0,55,2,41,12,10,2019
28449,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,E,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,0,0,30,29,7,2016
28614,1,Other,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,N,FREDERICK,W,RD,39.1982954,-77.24489969999999,5D,0,30,11,5,31,1,2020
28653,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,E,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,31,16,31,1,8,2016
28864,1,Other,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,E,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,59,10,48,26,11,2019
28933,1,Crime Against Property,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,W,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,31,18,42,16,10,2019
29670,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,N,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,0,19,31,3,8,2016
30343,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,E,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,0,12,43,24,10,2019
31087,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,321.0,11100.0,E,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,37,16,43,22,10,2019
31179,1,Crime Against Property,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,321.0,11100.0,E,VEIRS MILL,W,RD,39.037383899,-77.051682322,4D,0,1,10,8,17,2,2020
31970,1,Other,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Residence - Apartment/Condo,G,3G1,94.0,8100.0,N,GEORGIA,E,AVE,38.990640348,-77.026675328,3D,0,0,18,50,10,12,2019
31984,1,Crime Against Property,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,E,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,40,15,34,23,8,2018
32002,2,Crime Against Person,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,S,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,0,20,49,6,12,2019
32070,1,Crime Against Property,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,N,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,15,15,50,10,12,2019
32385,1,Crime Against Society,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Parking Lot - Commercial,R,6R1,548.0,700.0,S,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,36,15,31,4,8,2016
32386,1,Crime Against Society,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Parking Lot - Commercial,R,6R1,548.0,700.0,S,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,36,15,31,4,8,2016
32910,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,N,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,45,0,32,11,8,2016
33085,1,Crime Against Property,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,MCPD,Parking Lot - Commercial,R,6R1,548.0,700.0,E,RUSSELL,E,AVE,39.150638641,-77.203963812,6D,0,45,19,4,24,1,2020
33121,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,N,NEW HAMPSHIRE,E,AVE,39.039782732,-76.990618606,3D,0,16,16,4,24,1,2020
33122,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,N,NEW HAMPSHIRE,E,AVE,39.039782732,-76.990618606,3D,0,16,16,4,24,1,2020
33789,1,Crime Against Person,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,N,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,53,15,32,12,8,2016
34308,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,N,VEIRS MILL,W,RD,39.037383899,-77.051682322,4D,0,0,20,6,4,2,2020
34309,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,N,VEIRS MILL,W,RD,39.037383899,-77.051682322,4D,0,0,20,6,4,2,2020
34427,1,Crime Against Society,SILVER SPRING,8600 BLK  COLESVILLE RD,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G1,109.0,8600.0,E,COLESVILLE,W,RD,38.996081210999996,-77.02813565,3D,0,8,1,32,14,8,2016
34868,1,Crime Against Property,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,N,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,35,9,33,16,8,2016
34920,1,Crime Against Person,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20874.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,W,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,0,0,33,15,8,2016
34921,1,Crime Against Person,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20874.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,W,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,0,0,33,15,8,2016
34922,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20874.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,W,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,0,0,33,15,8,2016
35103,1,Crime Against Property,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,GPD,Street - Residential,G,3G1,94.0,8100.0,W,GEORGIA,E,AVE,38.990644703,-77.026675227,3D,0,0,18,5,2,2,2020
35722,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Street - In vehicle,M,5M1,701.0,20900.0,N,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,18,2,2,12,1,2020
35773,1,Crime Against Society,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G1,93.0,8100.0,E,GEORGIA,W,AVE,38.990644703,-77.026675227,3D,0,33,22,6,7,2,2020
35911,1,Crime Against Property,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,E,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,40,11,20,20,5,2018
36159,1,Crime Against Property,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,W,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,7,14,33,18,8,2016
36317,1,Crime Against Society,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,MCPD,Parking Lot - Commercial,R,6R1,548.0,700.0,E,RUSSELL,E,AVE,39.150638641,-77.203963812,6D,0,36,18,16,14,4,2020
36345,1,Crime Against Society,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,MCPD,Parking Lot - Commercial,R,6R1,548.0,700.0,E,RUSSELL,W,AVE,39.150638641,-77.203963812,6D,0,36,18,16,14,4,2020
36738,1,Other,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Residence - Apartment/Condo,G,3G1,93.0,8100.0,E,GEORGIA,W,AVE,38.990640348,-77.026675328,3D,0,43,14,44,28,10,2019
36743,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,324.0,11200.0,E,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,3,2,32,13,8,2016
36751,1,Crime Against Property,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20878.0,MCPD,Parking Lot - Commercial,R,6R1,548.0,700.0,E,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,12,0,33,21,8,2016
36752,1,Crime Against Property,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20878.0,MCPD,Parking Lot - Commercial,R,6R1,548.0,700.0,E,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,12,0,33,21,8,2016
37301,1,Crime Against Property,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Parking Lot - Commercial,R,6R1,548.0,700.0,W,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,30,15,44,2,11,2019
37783,1,Crime Against Property,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,324.0,11200.0,E,GEORGIA,E,AVE,39.038699795999996,-77.050903788,4D,0,0,18,44,28,10,2019
38243,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,148.0,11200.0,S,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,45,23,32,11,8,2016
38875,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Street - In vehicle,I,3I1,518.0,11200.0,N,NEW HAMPSHIRE,W,AVE,39.039782732,-76.990618606,3D,0,22,2,8,21,2,2020
38894,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Street - In vehicle,I,3I1,518.0,11200.0,N,NEW HAMPSHIRE,W,AVE,39.039782732,-76.990618606,3D,0,22,2,8,21,2,2020
38947,1,Crime Against Property,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,N,FREDERICK,E,RD,39.1982954,-77.24489969999999,5D,0,33,15,6,9,2,2020
39007,1,Crime Against Property,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Parking Lot - Commercial,R,6R1,548.0,700.0,E,RUSSELL,W,AVE,39.150638641,-77.203963812,6D,0,59,10,9,1,3,2020
39347,1,Crime Against Society,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Street - In vehicle,R,6R1,548.0,700.0,E,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,9,3,34,26,8,2016
39363,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,E,VEIRS MILL,W,RD,39.037383899,-77.051682322,4D,0,0,20,6,4,2,2020
39699,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,321.0,11100.0,S,VEIRS MILL,W,RD,39.037383899,-77.051682322,4D,0,28,14,10,6,3,2020
40061,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Street - In vehicle,I,3I1,518.0,11200.0,N,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,58,23,34,27,8,2016
40211,1,Crime Against Property,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,N,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,0,15,34,25,8,2016
40738,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,E,VEIRS MILL,N,RD,39.037367372,-77.051662066,4D,0,17,12,35,30,8,2016
41125,1,Crime Against Property,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,W,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,5,0,35,1,9,2016
42577,1,Crime Against Person,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,N,FREDERICK,W,RD,39.1982954,-77.24489969999999,5D,0,10,17,46,17,11,2019
42810,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,N,GEORGIA,W,AVE,39.038667771,-77.050881629,4D,0,40,1,5,27,1,2020
42811,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,N,GEORGIA,W,AVE,39.038667771,-77.050881629,4D,0,40,1,5,27,1,2020
42812,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,N,GEORGIA,W,AVE,39.038667771,-77.050881629,4D,0,40,1,5,27,1,2020
42813,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,N,GEORGIA,W,AVE,39.038667771,-77.050881629,4D,0,40,1,5,27,1,2020
43418,1,Other,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Street - In vehicle,I,3I1,518.0,11200.0,N,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,28,20,36,11,9,2016
43769,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,321.0,11100.0,N,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,48,20,37,13,9,2016
44274,1,Other,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G1,93.0,8100.0,W,GEORGIA,W,AVE,38.990640348,-77.026675328,3D,0,1,0,37,16,9,2016
45427,1,Crime Against Society,SILVER SPRING,8600 BLK  COLESVILLE RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,G,3G1,108.0,8600.0,N,COLESVILLE,E,RD,38.996081210999996,-77.02813565,3D,0,42,23,38,22,9,2016
45520,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Street - In vehicle,I,3I1,518.0,11200.0,N,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,59,12,38,23,9,2016
45674,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,518.0,11200.0,W,NEW HAMPSHIRE,E,AVE,39.039818289,-76.99061525100001,3D,0,0,18,38,23,9,2016
45959,2,Crime Against Person,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Residence - Apartment/Condo,L,4L2,324.0,11200.0,E,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,0,9,38,24,9,2016
46176,1,Crime Against Person,SILVER SPRING,8100 BLK  GEORGIA AVE,SILVER SPRING,MD,20910.0,MCPD,Parking Lot - Commercial,G,3G1,94.0,8100.0,E,GEORGIA,W,AVE,38.990644703,-77.026675227,3D,0,41,21,10,3,3,2020
46189,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,148.0,11200.0,N,NEW HAMPSHIRE,W,AVE,39.039818289,-76.99061525100001,3D,0,34,4,39,26,9,2016
46204,1,Crime Against Property,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Residential,L,4L2,324.0,11200.0,N,GEORGIA,W,AVE,39.038667771,-77.050881629,4D,0,30,22,10,7,3,2020
46419,1,Crime Against Society,WHEATON,11200 BLK  GEORGIA AVE,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,354.0,11200.0,N,GEORGIA,W,AVE,39.038699795999996,-77.050903788,4D,0,5,3,39,26,9,2016
46739,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20906.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,N,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,44,18,39,28,9,2016
46855,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20906.0,MCPD,Parking Lot - Commercial,I,3I1,148.0,11200.0,W,NEW HAMPSHIRE,W,AVE,39.039814085,-76.990643605,3D,0,21,19,38,23,9,2016
46856,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20906.0,MCPD,Parking Lot - Commercial,I,3I1,148.0,11200.0,W,NEW HAMPSHIRE,W,AVE,39.039814085,-76.990643605,3D,0,21,19,38,23,9,2016
46899,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Street - In vehicle,M,5M1,701.0,20900.0,W,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,54,21,39,28,9,2016
47109,1,Crime Against Society,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Street - In vehicle,L,4L2,321.0,11100.0,E,VEIRS MILL,E,RD,39.037367372,-77.051662066,4D,0,8,17,39,1,10,2016
47441,1,Other,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20850.0,MCPD,Residence - Apartment/Condo,M,5M1,701.0,20900.0,N,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,36,6,40,4,10,2016
47709,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,W,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,50,18,40,5,10,2016
47978,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20876.0,MCPD,Street - In vehicle,M,5M3,473.0,20900.0,W,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,2,23,40,6,10,2016
48065,1,Crime Against Society,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20874.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,E,FREDERICK,E,RD,39.198413208000005,-77.244945742,5D,0,30,16,40,7,10,2016
48191,1,Crime Against Property,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,MCPD,Parking Lot - Commercial,R,6R1,548.0,700.0,N,RUSSELL,W,AVE,39.150638641,-77.203963812,6D,0,0,13,14,3,4,2020
49071,1,Crime Against Society,SILVER SPRING,8600 BLK  COLESVILLE RD,SILVER SPRING,MD,20910.0,MCPD,Street - In vehicle,G,3G1,109.0,8600.0,N,COLESVILLE,E,RD,38.996081210999996,-77.02813565,3D,0,26,0,41,10,10,2016
49323,1,Crime Against Society,MONTGOMERY VILLAGE,700 BLK  RUSSELL AVE,GAITHERSBURG,MD,20877.0,GPD,Parking Lot - Commercial,R,6R1,548.0,700.0,E,RUSSELL,W,AVE,39.150669959,-77.204063076,6D,0,50,13,41,11,10,2016
49437,1,Crime Against Person,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,S,VEIRS MILL,W,RD,39.037367372,-77.051662066,4D,0,42,16,41,12,10,2016
49562,1,Crime Against Property,GERMANTOWN,20900 BLK  FREDERICK RD,GERMANTOWN,MD,20871.0,MCPD,Parking Lot - Commercial,M,5M1,701.0,20900.0,E,FREDERICK,W,RD,39.198413208000005,-77.244945742,5D,0,30,17,41,10,10,2016
50325,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Street - In vehicle,I,3I1,148.0,11200.0,E,NEW HAMPSHIRE,N,AVE,39.039818289,-76.99061525100001,3D,0,35,22,42,17,10,2016
50326,1,Crime Against Society,SILVER SPRING,11200 BLK  NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904.0,MCPD,Parking Lot - Commercial,I,3I1,148.0,11200.0,E,NEW HAMPSHIRE,N,AVE,39.039818289,-76.99061525100001,3D,0,35,22,42,17,10,2016
50389,2,Crime Against Person,WHEATON,11100 BLK  VEIRS MILL RD,SILVER SPRING,MD,20902.0,MCPD,Parking Lot - Commercial,L,4L2,321.0,11100.0,N,VEIRS MILL,N,RD,39.037367372,-77.051662066,4D,0,52,10,42,18,10,2016
